,DealId,Title,DateUpdated,DealStatus,DealIssuer,IssuerBorrowerType,Currency,Size_m,Deal Size,SizeType,Tenor,SubType,Region,DealIssuerLongName,AssetType,LEI,Cusip,Maturity,CouponType,Country,Guarantor,CallDate,PricingDate,Guidance,Ipt,Destinations,Bookrunners-Long,Bookrunners,OtherBookrunners,Moodys,MoodysModifier,S&P,S&PModifier,DBRS,DBRSModifier,Fitch,FitchModifier,OtherRatings,GroupList,OtherGroup,Settledate,Listed,Law,Denoms,Format,Notes,OfferingType,Sector,Stabilis,Uop,ProgramType,Business,Reopen,Fees,FirstPay,Coupon,Spread,Book_Size,Book,BookSizeType,NumberOfAccounts,Nic,FloatingRate,Reoffer,OversubscriptionRate,Yield,IssuePrice,StructuredFinanceType,CollateralType,Total,TotalType,Originator,OtherOriginators,ContentLinks,URLLinks,Distribution,Ticker,CountryOfRiskTitle,WNG,OriginalAmount,CouponBasis,ESG,ESG Type,AverageLife,TaxCall,PariPassuCall,CrossDefaultCall,ResetDate,ParCall,CleanUpCall,MakeWholeCall,EquityClawBack,RegulatoryCall,CocCall,AcqCall,BookSizeModifier,Grenium,CollateralAmount,OfferedAmount,Servicer,AssetManager,tranche_bk_to_cvr,quarter,month,week,year,normalized_tenor,ratings
78,25023382,KoGas USD500m July 2027 5yr - stats,2022-07-05T15:01:29,Priced,Korea Gas Corporation,Agency,USD,500.0,USD500m,m,5.0,snr unsec,Asia,Korea Gas Corporation,Emerging Markets,,"RegS ISIN:US50066CAT62,144a ISIN:US50066AAT07 ",7/13/2027,Fixed,SOUTH KOREA,,,2022-07-05,"IPG T+145 area,FPG T+115 the # ,launch T+115 ,final T+115 ",,International Deal Pricing (Europe & Asia) / Asia Deal Pricing - Asia G3 / US New Issues / Asia New Issues / US Deal Pricing - Corporate,Bank of America / Citigroup Global Markets / HSBC  / JP Morgan Securities Inc / NH Investment & Securities / Shinhan Financial Group Ltd / KDB Asia Ltd / UBS Securities,BofA / Citi / HSBC / JPM / NH / Shinhan / KDB / UBS,,Aa2,Stable,AA,Stable,,,AA-,Stable,,,,7/13/2022,Frankfurt,New York State,200k/1k ,RegS/144A,"Adds stats, #acs, updates book. USD bmk 5yr snr unsec RegS/144A. Aa2/AA/AA-. BofA/Citi/HSBC/JPM/NH/Shinhan/KDB/UBS. IPG T+145 area, FPG T+115 the #. Bk 1.6bn (70m JLM), 133acs, peak >2.4bn (130m JLM). Launch 500m. ",Yankee,Energy - Fossil Fuels,,GCP,,Natural Gas wholesaler,,,,3.875,T+115 ,1600.0,1.6bn,bn,133.0,15.0,,99.533,3.2,3.979,99.533,,,,,,,"ALERT: Korea Gas markets US$ 5yr at T+145bp area, books over US$1.6bn (US$100m JBR) - 2022-07-05 06:30 / LAUNCH - Korea Gas US$500m 5yr at T+115bp - 2022-07-05 14:24",,"Asia 48%, EMEA 36%, US 16%. AM/FM 37%, CB/OI 26%, Bks/PB 24%, Ins/PF 13%.",,SOUTH KOREA,,,,False,,,False,False,False,,,,,,,,,"+, 70m JLM",,,,,,3.2,2022Q3,2022-07,2022-27,2022,5,AA
80,25023439,"Pentair Finance Sarl PRICED BofA,Citi,JPM,JPM",2022-06-28T14:05:20,Priced,Pentair Finance SA,Corporate,USD,400.0,USD400m,m,10.03,snr unsec,Americas,Pentair Finance SARL,Investment Grade,549300H2U8U8TZPV3T89,"ISIN:US709629AS88,CUSIP:709629AS8",7/15/2032,Fixed,UNITED STATES,PENTAIR LTD,,2022-06-28,"IPTs T+300 area,guidance T+300 (the #),launch T+300 ,final T+300 ",,International Deal Pricing (Europe & Asia) / US Deal Pricing - Corporate / EMEA New Issues / US New Issues,Bank of America / Citigroup Global Markets / JP Morgan Securities Inc,BofA / Citi / JPM,,Baa3,Stable,BBB-,Stable,,,,,,,,7/8/2022,,,"2,000 x 1,000",SEC Registered,"USD400m 10.03yr snr unsec SEC Registered. Baa3/BBB-. BofA/Citi/JPM. IPTS T+300 area, GUIDANCE T+300 (the #), LAUNCH T+300, FINAL T+300. / Special Redemption	SMR @ 101% if the consummation of the Manitowoc Ice acquisition does not occur on or prior to January 14, 2023 (or such later date on or before April 14, 2023 as extended by the parties to the Purchase Agreement)",,Investment Holding Companies,,GCP,,Investment Holding Companies,,,1/15/2023,5.9,T+300 ,700.0,700m,m,,30.0,,97.813,1.75,6.196,97.813,,,,,,,ANNOUNCED - Pentair Finance Sarl US$ 10yr: IPTs: T+300bp - 2022-06-28 13:55,,,PNR,UNITED KINGDOM,,,,False,,,False,False,False,,3 Months,,T+45 ,,,,,,,,,,,1.75,2022Q2,2022-06,2022-26,2022,10,BBB
81,25023437,"F&G Global Funding PRICED WFS,CS,Citi,JPM,JPM",2022-06-28T13:23:29,Priced,F&G GLOBAL FUNDING,FIG,USD,300.0,USD300m,m,3.0,FA-Backed,Americas,F&G GLOBAL FUNDING,Investment Grade,,"RegS CUSIP:30321M2E9,144a CUSIP:30321L2E1",7/7/2025,Fixed,UNITED STATES,,,2022-06-28,"IPTs T+195 area,launch T+195 ,final T+195 ",,US New Issues / US Deal Pricing - Corporate,Wells Fargo Securities / CS - Credit Suisse  / Citigroup Global Markets / JP Morgan Securities Inc,WFS / CS / Citi / JPM,,,,A-,Stable,,,A-,Stable,,,,7/7/2022,,,"2,000 x 1,000",144A/Reg S without registration rights,USD300m 3.00yr FA-Backed 144A/Reg S without registration rights. A-/A-. WFS/CS/Citi/JPM. IPTS T+195 area. / FA Provider - Fidelity & Guaranty Life Insurance Company,,Insurance,,,,,,,1/7/2023,5.15,T+195 ,,,,,27.0,,99.934,0.0,5.174,99.934,,,,,,,ANNOUNCED - F&G Global Funding US$300m 3yr FA-backed note; IPTs: T+195a - 2022-06-28 13:16 / PRICED - F&G Global Funding US$300m 3yr FA-backed note at T+195bp - 2022-06-28 17:59,,,,UNITED STATES,,,,False,,,False,False,False,,,,,,,,,,,,,,,,2022Q2,2022-06,2022-26,2022,3,A
82,25023436,"Protective Life Global Funding PRICED WFS,WFS,DB,SMBC Nikko,Academy",2022-06-28T12:33:53,Priced,Protective Life Global Funding,FIG,USD,300.0,USD300m,m,5.0,FA-Backed,Americas,Protective Life Global Funding,Investment Grade,635400EVYITCJYWL2I50,"RegS CUSIP:74368EBK5,144a CUSIP:74368CBP8",7/6/2027,Fixed,UNITED STATES,,,2022-06-28,"IPTs T+145/+150 ,guidance T+145 (the #),launch T+145 ,final T+145 ",,US Deal Pricing - Corporate / US New Issues,Wells Fargo Securities / Deutsche Bank Securities / SMBC Nikko / Academy,WFS / DB / SMBC Nikko / Academy,,A1,Stable,AA-,Stable,,,AA-,Stable,,,,7/6/2022,,,"150,000 x 1,000",144A/Reg S without registration rights,USD300m 5.00yr FA-Backed 144A/Reg S without registration rights. A1/AA-/AA-. WFS/DB/SMBC Nikko/Academy. / Use of Proceeds- To purchase one or more Funding Agreements from Protective Life Insurance Company / FA provider - Protective Life Insurance Company,,Banking & Investment Services,,,,Corporate Financial Services,,,1/6/2023,4.714,T+145 ,,,,,20.0,,100.0,0.0,4.714,100.0,,,,,,,LAUNCH - Protective Life Global US$300m 5yr FA-backed note at T+145bp - 2022-06-28 17:08 / PRICED - Protective Life Global US$300m 5yr FA-backed note at T+145bp - 2022-06-28 17:53,,,PRTLF,UNITED STATES,,,,False,,,False,False,False,,,,,,,,,,,,,,,,2022Q2,2022-06,2022-26,2022,5,AA
83,25023419,"Nomura PRICED Nomura,BofA,Citi,BBVA,CIBC,CA-CIB,Natx,Scotia,BMO,Barc,BCP,Sabadell,BNPP,Caixa,Intesa SP,KEXIM,Lloyds,Miz,MS,SG,Mischler,RobRyan",2022-06-28T07:18:16,Priced,Nomura,FIG,USD,600.0,USD600m,m,7.0,snr,Japan,Nomura Holdings Inc,Investment Grade,549300B3CEAHYG7K8164,"ISIN:US65535HBC25,CUSIP:65535HBC2",7/6/2029,Fixed,JAPAN,,,2022-06-28,"IPG T+250 area,guidance T+235 (the#),launch T+235 ,final T+235 ",,Asia Deal Pricing - Asia G3 / Asia New Issues / Japan New Issues / US Deal Pricing - Corporate / US New Issues,"Nomura Securities / Bank of America / Citigroup Global Markets / BBVA Securities Inc / CIBC / Credit Agricole CIB (CA-CIB) / Natixis / Scotia Capital / BMO / Barclays / Millenium BCP - Banco Comercial Português, S.A. (BCP), Lisbon / Banco de Sabadell, S.A. / BNP Paribas / CaixaBank - Caja de Ahorros y Pensiones de Barcelona, Barcelona / Intesa Sanpaolo S.p.A., Turin / Kexim Bank UK / Lloyds Securities Inc / Mizuho / Morgan Stanley / Societe Generale / Mischler Financial Group / Roberts & Ryan",Nomura / BofA / Citi / BBVA / CIBC / CA-CIB / Natx / Scotia / BMO / Barc / BCP / Sabadell / BNPP / Caixa / Intesa SP / KEXIM / Lloyds / Miz / MS / SG / Mischler / RobRyan,,Baa1,,BBB+,,,,None,,,,,7/6/2022,SGX,,"US$200,000 x US$1,000",SEC Registered,"USD1.9bn 3-tranche snr SEC Registered. Baa1/BBB+/None. Nomura/BofA/Citi/BBVA/BMO/CIBC/CA-CIB/Natx/Scotia/Barc/BNPP/Caixa/Intesa SP/KEXIM/Lloyds/Miz/MS/SG/Mischler/RobRyan/BCP/Sabadell. 3yr USD800m T+190, 5.00yr USD500m T+215, 7yr USD600m T+235. TBP Jun 28",,Banking & Investment Services,,GCP,,Investment Banking & Brokerage Services,,,1/6/2023,5.605,T+235 ,800.0,800m,m,,20.0,,100.0,1.33,5.605,100.0,,,,,,,"LAUNCH - Nomura US$1.9bn 3pt 3yr,5yr & 7yr - 2022-06-28 19:11 / PRICED - Nomura US$1.9bn 3pt 3yr,5yr & 7yr - 2022-06-28 21:06",,,NMHLD,JAPAN,,,,False,,,False,False,False,,,,,,,,,,,,,,,1.33,2022Q2,2022-06,2022-26,2022,7,BBB
84,25023418,"Nomura PRICED Nomura,BofA,Citi,BBVA,CIBC,CA-CIB,Natx,BMO,Scotia,Barc,BCP,Sabadell,BNPP,Caixa,Intesa SP,KEXIM,Lloyds,Miz,MS,SG,Mischler,RobRyan",2022-06-28T07:18:16,Priced,Nomura,FIG,USD,500.0,USD500m,m,5.0,snr,Japan,Nomura Holdings Inc,Investment Grade,549300B3CEAHYG7K8164,"ISIN:US65535HBF55,CUSIP:65535HBF5",7/6/2027,Fixed,JAPAN,,,2022-06-28,"IPG T+230 area,guidance T+215 (the#) ,launch T+215 ,final T+215 ",,Asia Deal Pricing - Asia G3 / Asia New Issues / Japan New Issues / US Deal Pricing - Corporate / US New Issues,"Nomura Securities / Bank of America / Citigroup Global Markets / BBVA Securities Inc / CIBC / Credit Agricole CIB (CA-CIB) / Natixis / BMO / Scotia Capital / Barclays / Millenium BCP - Banco Comercial Português, S.A. (BCP), Lisbon / Banco de Sabadell, S.A. / BNP Paribas / CaixaBank - Caja de Ahorros y Pensiones de Barcelona, Barcelona / Intesa Sanpaolo S.p.A., Turin / Kexim Bank UK / Lloyds Securities Inc / Mizuho / Morgan Stanley / Societe Generale / Mischler Financial Group / Roberts & Ryan",Nomura / BofA / Citi / BBVA / CIBC / CA-CIB / Natx / BMO / Scotia / Barc / BCP / Sabadell / BNPP / Caixa / Intesa SP / KEXIM / Lloyds / Miz / MS / SG / Mischler / RobRyan,,Baa1,,BBB+,,,,None,,,,,7/6/2022,SGX,,"US$200,000 x US$1,000",SEC Registered,"USD1.9bn 3-tranche snr SEC Registered. Baa1/BBB+/None. Nomura/BofA/Citi/BBVA/BMO/CIBC/CA-CIB/Natx/Scotia/Barc/BNPP/Caixa/Intesa SP/KEXIM/Lloyds/Miz/MS/SG/Mischler/RobRyan/BCP/Sabadell. 3yr USD800m T+190, 5.00yr USD500m T+215, 7yr USD600m T+235. TBP Jun 28",,Banking & Investment Services,,GCP,,Investment Banking & Brokerage Services,,,1/6/2023,5.386,T+215 ,900.0,900m,m,,20.0,,100.0,1.8,5.386,100.0,,,,,,,"LAUNCH - Nomura US$1.9bn 3pt 3yr,5yr & 7yr - 2022-06-28 19:11 / PRICED - Nomura US$1.9bn 3pt 3yr,5yr & 7yr - 2022-06-28 21:06",,,NMHLD,JAPAN,,,,False,,,False,False,False,,,,,,,,,,,,,,,1.8,2022Q2,2022-06,2022-26,2022,5,BBB
85,25023417,"Nomura PRICED Nomura,BofA,Citi,BBVA,BMO,CIBC,CA-CIB,Natx,Scotia,Barc,BNPP,Caixa,Intesa SP,KEXIM,Lloyds,Miz,MS,SG,Mischler,RobRyan",2022-06-28T07:18:16,Priced,Nomura,FIG,USD,800.0,USD800m,m,3.0,snr,Japan,Nomura Holdings Inc,Investment Grade,549300B3CEAHYG7K8164,"ISIN:US65535HBE80,CUSIP:65535HBE8",7/3/2025,Fixed,JAPAN,,,2022-06-28,"IPG T+205 area,guidance T+190 (the#),launch T+190 ,final T+190 ",,Asia Deal Pricing - Asia G3 / Asia New Issues / Japan New Issues / US Deal Pricing - Corporate / US New Issues / Japan Deal Pricing,"Nomura Securities / Bank of America / Citigroup Global Markets / BBVA Securities Inc / BMO / CIBC / Credit Agricole CIB (CA-CIB) / Natixis / Scotia Capital / Barclays / BNP Paribas / CaixaBank - Caja de Ahorros y Pensiones de Barcelona, Barcelona / Intesa Sanpaolo S.p.A., Turin / Kexim Bank UK / Lloyds Securities Inc / Mizuho / Morgan Stanley / Societe Generale / Mischler Financial Group / Roberts & Ryan",Nomura / BofA / Citi / BBVA / BMO / CIBC / CA-CIB / Natx / Scotia / Barc / BNPP / Caixa / Intesa SP / KEXIM / Lloyds / Miz / MS / SG / Mischler / RobRyan,,Baa1,,BBB+,,,,None,,,,,7/6/2022,SGX,,"US$200,000 x US$1,000",SEC Registered,"USD1.9bn 3-tranche snr SEC Registered. Baa1/BBB+/None. Nomura/BofA/Citi/BBVA/BMO/CIBC/CA-CIB/Natx/Scotia/Barc/BNPP/Caixa/Intesa SP/KEXIM/Lloyds/Miz/MS/SG/Mischler/RobRyan/BCP/Sabadell. 3yr USD800m T+190, 5.00yr USD500m T+215, 7yr USD600m T+235. TBP Jun 28",,Banking & Investment Services,,GCP,,Investment Banking & Brokerage Services,,,1/3/2023,5.099,T+190 ,1200.0,1.2bn,bn,,20.0,,100.0,1.5,5.099,100.0,,,,,,,"LAUNCH - Nomura US$1.9bn 3pt 3yr,5yr & 7yr - 2022-06-28 19:11 / PRICED - Nomura US$1.9bn 3pt 3yr,5yr & 7yr - 2022-06-28 21:06",,,NMHLD,JAPAN,,,,False,,,False,False,False,,,,,,,,,,,,,,,1.5,2022Q2,2022-06,2022-26,2022,3,BBB
86,25023412,"Northwestern Mutual Global Funding PRICED JPM,MS,USB",2022-06-27T15:03:23,Priced,NORTHWESTERN MUTUAL GLOBAL FUNDING,FIG,USD,600.0,USD600m,m,3.0,FA-Backed,Americas,NORTHWESTERN MUTUAL GLOBAL FUNDING,Investment Grade,,"RegS ISIN:US66815M2J54,144a ISIN:US66815L2J72 ,RegS CUSIP:66815M2J5,144a CUSIP:66815L2J7",7/1/2025,Fixed,UNITED STATES,,,2022-06-27,"IPTs T+95/+100 ,guidance T+80 (the#),launch T+80 ",,US Deal Pricing - Corporate / US New Issues,JP Morgan Securities Inc / Morgan Stanley / US Bancorp,JPM / MS / USB,,Aaa,Stable,AA+,Stable,,,AAA,Stable,,,,7/1/2022,,,,RegS/144A,"USD600m 3.00yr FA-Backed RegS/144A. Aaa/AA+/AAA. JPM/MS/USB. IPTS T+95/+100 , GUIDANCE T+80 (the#), LAUNCH T+80. / Funding Agreement Provider - The Northwestern Mutual Life Insurance Company",,Insurance,,,MTN,,,,1/1/2023,4.0,,,,,,8.0,,99.966,0.0,4.012,99.966,,,,,,,ANNOUNCED - Northwestern Mutual Global Funding US$ 2pt 3yr FXD/FRN - 2022-06-27 14:53 / GUIDANCE - Northwestern Mutual Global Funding US$  3yr FXD:  T+80bp(the#) - 2022-06-27 17:23 / LAUNCH - Northwestern Mutual Global Funding US$600m  3yr FXD at T+80bp - 2022-06-27 18:17,,,,UNITED STATES,,,,False,,,False,False,False,,,,,,,,,,,,,,,,2022Q2,2022-06,2022-26,2022,3,AAA
87,25023383,"Nonghyup Bank PRICED BofA,Citi,Citi,CA-CIB,SG,MUFG,UBS,NH",2022-06-27T14:50:59,Priced,Nonghyup Bank,FIG,USD,300.0,USD300m,m,5.0,snr unsec,Asia,NongHyup Bank,Emerging Markets,988400GSDJCW3LKJBD20,"RegS ISIN:US65540KAJ43 ,144a ISIN:US65540JAJ79",7/6/2027,Fixed,SOUTH KOREA,,,2022-06-27,"IPG T+150 area,FPG T+110 ,final T+110 ",,Asia Deal Pricing - Asia G3 / US New Issues / Asia New Issues / US Deal Pricing - Corporate,Bank of America / Citigroup Global Markets / Credit Agricole CIB (CA-CIB) / Societe Generale / Mitsubishi UFJ International / UBS Securities / NH Investment & Securities,BofA / Citi / CA-CIB / SG / MUFG / UBS / NH,,A1,Positive,A+,Stable,,,,,,,,7/6/2022,SGX,England,200k/1k,RegS/144A,"USD600m 2-tranche snr unsec Social RegS/144A. A1/A+. BofA/Citi/(B&D)CA-CIB/SG/MUFG/UBS. IPGs 3.5yr USD300m T+130a , FPG T+90, 5yr USD300m T+150 area, FPG T+110. Allocs out, T 2 ⅝ 05/31/27 | T 2 ⅝ 05/31/27 HR72% | 100%. TBP today ",,Banking & Investment Services,,Mixed,,Banks,,,,4.25,T+110 ,2100.0,2.1bn,bn,120.0,10.0,,99.697,7.0,4.318,99.697,,,,,,,"NongHyup Bank 3.5yr FPG T+90bp, 5yr T+110bp, books over US$4.8bn (US$60m JBR) - 2022-06-27 09:37 / PRICED - NongHyup Bank US$600m 2-part total; 3.5yr at T+90bp, 5yr at T+110bp - 2022-06-27 15:41",,"AM/FM 54%
Banks 36%
Ins/Pension 5%
PB/Sec 3%
SSA/OI 2%

Asia 77%
EMEA 8%
US 15%
",NAGRI,SOUTH KOREA,Max,,,True,Social,,False,False,False,,,,,,,,,+,,,,,,7.0,2022Q2,2022-06,2022-26,2022,5,A
88,25023339,"Nonghyup Bank PRICED BofA,Citi,Citi,CA-CIB,SG,MUFG,UBS,NH",2022-06-27T14:50:59,Priced,Nonghyup Bank,FIG,USD,300.0,USD300m,m,3.51,snr unsec,Asia,NongHyup Bank,Emerging Markets,988400GSDJCW3LKJBD20,"RegS ISIN:US65540KAH86 ,144a ISIN:US65540JAH14",1/6/2026,Fixed,SOUTH KOREA,,,2022-06-27,"IPG T+130 area,FPG T+90 ,final T+90 ",,Asia Deal Pricing - Asia G3 / US New Issues / Asia New Issues / US Deal Pricing - Corporate,Bank of America / Citigroup Global Markets / Credit Agricole CIB (CA-CIB) / Societe Generale / Mitsubishi UFJ International / UBS Securities / NH Investment & Securities,BofA / Citi / CA-CIB / SG / MUFG / UBS / NH,,A1,Positive,A+,Stable,,,,,,,,7/6/2022,SGX,England,200k/1k,RegS/144A,"USD600m 2-tranche snr unsec Social RegS/144A. A1/A+. BofA/Citi/(B&D)CA-CIB/SG/MUFG/UBS. IPGs 3.5yr USD300m T+130a , FPG T+90, 5yr USD300m T+150 area, FPG T+110. Allocs out, T 2 ⅝ 05/31/27 | T 2 ⅝ 05/31/27 HR72% | 100%. TBP today ",,Banking & Investment Services,,Mixed,,Banks,,,,4.0,T+90 ,2100.0,2.1bn,bn,112.0,8.0,,99.761,7.0,4.074,99.761,,,,,,,"NongHyup Bank 3.5yr FPG T+90bp, 5yr T+110bp, books over US$4.8bn (US$60m JBR) - 2022-06-27 09:37 / PRICED - NongHyup Bank US$600m 2-part total; 3.5yr at T+90bp, 5yr at T+110bp - 2022-06-27 15:41",,"AM/FM 59%
Banks 33%
SSA/OI 4%
PB/Sec 4%

Asia 85%
EMEA 14%
US 1%
",NAGRI,SOUTH KOREA,Max,,,True,Social,,False,False,False,,,,,,,,,+,,,,,,7.0,2022Q2,2022-06,2022-26,2022,3,A
89,25023411,"MetLife Global Funding I PRICED BofA,BNPP,HSBC,JPM",2022-06-27T13:24:54,Priced,MetLife,FIG,USD,500.0,USD500m,m,5.0,FA-Backed,Americas,MetLife Global Funding I,Investment Grade,,"RegS ISIN:US59217HDM6,144a ISIN:US59217GFB05",6/30/2027,Fixed,UNITED STATES,,,2022-06-27,"IPTs T+135 area,launch T+115 ,final T+115 ",,US Deal Pricing - Corporate / US New Issues,Bank of America / BNP Paribas / HSBC  / JP Morgan Securities Inc,BofA / BNPP / HSBC / JPM,,Aa3,,AA-,,,,AA-,,,,,6/30/2022,,,,RegS/144A,"USD500m 5.00yr FA-Backed Green RegS/144A. Aa3/AA-/AA-. BofA/BNPP/HSBC/JPM. IPTS T+135 area, LAUNCH T+115, FINAL T+115. Bks 1.25bn.",,Insurance,,,,,,,,4.4,T+115 ,1250.0,1.25bn,bn,,12.0,,99.924,2.5,4.417,99.924,,,,,,,ANNOUNCED - MetLife Global Funding US$400m 5-yr FA-backed secured; IPT: T+135a - 2022-06-27 13:20 / LAUNCH/UPSIZED - MetLife Global Funding US$500m 5-yr FA-backed secured at T+115bp - 2022-06-27 16:50 / PRICED - MetLife Global Funding US$500m 5-yr FA-backed secured at T+115bp - 2022-06-27 19:00,,,,UNITED STATES,,400.0,,True,Green,,False,False,False,,,,,,,,,,,,,,,2.5,2022Q2,2022-06,2022-26,2022,5,AA
90,25023410,"Toyota Motor Credit Corp PRICED BofA,BofA,Lloyds,SG,TD,USB",2022-06-27T13:13:29,Priced,Toyota Motor Credit Corp,Corporate,USD,800.0,USD800m,m,7.0,snr unsec,Americas,Toyota Motor Credit Corp,Investment Grade,Z2VZBHUMB7PWWJ63I008,"ISIN:US89236TKD62,CUSIP:89236TKD6",6/29/2029,Fixed,UNITED STATES,,,2022-06-27,"IPTs T+140 area,guidance T+120 (the #) ,launch T+120 ,final T+120 ",,US Deal Pricing - Corporate / US New Issues / Japan New Issues,Bank of America / Lloyds Securities Inc / Societe Generale / TD Securities / US Bancorp,BofA / Lloyds / SG / TD / USB,,A1,Stable,A+,Stable,,,A+,Stable,,,,6/30/2022,,,"2,000 x 1,000",SEC Registered,"USD2.75bn 3-tranche snr unsec SEC Registered. A1/A+/A+. BofA/Lloyds/SG/TD/USB. 3.00yr USD1.3bn T+80, 1.50yr USD650m SOFR+65, 7.00yr USD800m T+120. TBP Jun 27",,Banking & Investment Services,,GCP,,Consumer Lending,,,,4.45,T+120 ,1900.0,1.9bn,bn,,12.0,,99.988,2.38,4.452,99.988,,,,,,,"ANNOUNCED - Toyota Motor Credit Corporation US$ benchmark 3pr 18 mnths FRN, 3yr, 7yr - 2022-06-27 12:59 / GUIDANCE - Toyota Motor Credit Corp. US$ benchmark 3-part; 18mo FRN, 3yr, 7yr - 2022-06-27 16:34 / LAUNCH - Toyota Motor Credit Corp. US$2.75bn(total) 3-part; 18mo FRN, 3yr, 7yr - 2022-06-27 17:40",,,TOYOM,JAPAN,,,,False,,,False,False,False,,,,,,,,,,,,,,,2.38,2022Q2,2022-06,2022-26,2022,7,A
91,25023409,"Toyota Motor Credit Corp PRICED BofA,BofA,Lloyds,SG,TD,USB",2022-06-27T13:13:28,Priced,Toyota Motor Credit Corp,Corporate,USD,650.0,USD650m,m,1.5,snr unsec,Americas,Toyota Motor Credit Corp,Investment Grade,Z2VZBHUMB7PWWJ63I008,"ISIN:US89236TKB07,CUSIP:89236TKB0",12/29/2023,FRN,UNITED STATES,,,2022-06-27,"IPTs SOFR+70/+75 area,guidance SOFR+65 (the #),launch SOFR+65 ,final SOFR+65 ",,US Deal Pricing - Corporate / US New Issues / Japan New Issues,Bank of America / Lloyds Securities Inc / Societe Generale / TD Securities / US Bancorp,BofA / Lloyds / SG / TD / USB,,A1,Stable,A+,Stable,,,A+,Stable,,,,6/30/2022,,,"2,000 x 1,000",SEC Registered,"USD2.75bn 3-tranche snr unsec SEC Registered. A1/A+/A+. BofA/Lloyds/SG/TD/USB. 3.00yr USD1.3bn T+80, 1.50yr USD650m SOFR+65, 7.00yr USD800m T+120. TBP Jun 27",,Banking & Investment Services,,GCP,,Consumer Lending,,,,65.0,SOFR+65 ,720.0,720m,m,,,,100.0,1.11,,100.0,,,,,,,"ANNOUNCED - Toyota Motor Credit Corporation US$ benchmark 3pr 18 mnths FRN, 3yr, 7yr - 2022-06-27 12:59 / GUIDANCE - Toyota Motor Credit Corp. US$ benchmark 3-part; 18mo FRN, 3yr, 7yr - 2022-06-27 16:34 / LAUNCH - Toyota Motor Credit Corp. US$2.75bn(total) 3-part; 18mo FRN, 3yr, 7yr - 2022-06-27 17:40",,,TOYOM,JAPAN,,,SOFR,False,,,False,False,False,,,,,,,,,,,,,,,1.11,2022Q2,2022-06,2022-26,2022,1,A
92,25023408,"Toyota Motor Credit Corp PRICED BofA,BofA,Lloyds,SG,TD,USB",2022-06-27T13:13:28,Priced,Toyota Motor Credit Corp,Corporate,USD,1300.0,USD1.3bn,bn,3.0,snr unsec,Americas,Toyota Motor Credit Corp,Investment Grade,Z2VZBHUMB7PWWJ63I008,"ISIN:US89236TKC89,CUSIP:89236TKC8",6/30/2025,Fixed,UNITED STATES,,,2022-06-27,"IPTs T+100 area,guidance T+80 (the #),launch T+80 ,final T+80 ",,US Deal Pricing - Corporate / US New Issues / Japan New Issues,Bank of America / Lloyds Securities Inc / Societe Generale / TD Securities / US Bancorp,BofA / Lloyds / SG / TD / USB,,A1,Stable,A+,Stable,,,A+,Stable,,,,6/30/2022,,,"2,000 x 1,000",SEC Registered,"USD2.75bn 3-tranche snr unsec SEC Registered. A1/A+/A+. BofA/Lloyds/SG/TD/USB. 3.00yr USD1.3bn T+80, 1.50yr USD650m SOFR+65, 7.00yr USD800m T+120. TBP Jun 27",,Banking & Investment Services,,GCP,,Consumer Lending,,,,3.95,T+80 ,2000.0,2bn,bn,,10.0,,99.905,1.54,3.984,99.905,,,,,,,"ANNOUNCED - Toyota Motor Credit Corporation US$ benchmark 3pr 18 mnths FRN, 3yr, 7yr - 2022-06-27 12:59 / GUIDANCE - Toyota Motor Credit Corp. US$ benchmark 3-part; 18mo FRN, 3yr, 7yr - 2022-06-27 16:34 / LAUNCH - Toyota Motor Credit Corp. US$2.75bn(total) 3-part; 18mo FRN, 3yr, 7yr - 2022-06-27 17:40",,,TOYOM,JAPAN,,,,False,,,False,False,False,,,,,,,,,,,,,,,1.54,2022Q2,2022-06,2022-26,2022,3,A
93,25023407,"NatWest Group PRICED BofA,Citi,MS,NatWest,RBC",2022-06-27T13:12:20,Priced,NatWest Group,FIG,USD,1000.0,USD1bn,bn,6.26,snr unsec,Europe,Natwest Group PLC,Investment Grade,2138005O9XJIJN4JPN90,,9/30/2028,Fixed,UNITED KINGDOM,,,2022-06-27,"IPTs T+255 area,launch T+227 ,final T+227 ",,International Deal Pricing (Europe & Asia) / US Deal Pricing - Corporate / EMEA New Issues / US New Issues,Bank of America / Citigroup Global Markets / Morgan Stanley / NatWest Markets - NWM / RBC Capital Markets,BofA / Citi / MS / NatWest / RBC,,Baa1,,BBB,,,,A,,,,,6/30/2022,,,$200k & $1k,SEC Registered,"USD1bn 6.26yr snr unsec SEC Registered. Baa1/BBB/A. BofA/Citi/MS/NatWest/RBC. IPTS T+255 area, LAUNCH T+227, FINAL T+227. Bks 3.1bn.",,Banking & Investment Services,,GCP,,Banks,,,,5.516,T+227 ,3100.0,3.1bn,bn,,12.0,,100.0,3.1,5.516,100.0,,,,,,,ANNOUNCED - NatWest Group PLC US$  6.25yr NC5.25: IPTs: T+255a - 2022-06-27 13:06 / LAUNCH - NatWest Group PLC US$1bn  6.25yr NC5.25 at T+227bp - 2022-06-27 17:04,,,NWG,UNITED KINGDOM,,,,False,,,False,False,False,,1 Year,,,,,,,,,,,,,3.1,2022Q2,2022-06,2022-26,2022,6,BBB
